query,doc_id,doc_url,language,relevant,annotator
climate change এর প্রভাব in Bangladesh,63abe15b29d3,https://www.prothomalo.com/opinion/column/t9yrg0mtfv,bangla,no,moushi
climate change এর প্রভাব in Bangladesh,035739ec7657,https://www.prothomalo.com/video/sports/kc2jbyvs1h,bangla,no,moushi
climate change এর প্রভাব in Bangladesh,96f6d16f14be,https://www.prothomalo.com/technology/science/n2hifjgmtx,bangla,yes,moushi
climate change এর প্রভাব in Bangladesh,c60e95f1e92d,https://www.prothomalo.com/business/bank/k7v1d4qdrk,bangla,no,moushi
climate change এর প্রভাব in Bangladesh,368e74bef46a,https://www.prothomalo.com/sports/cricket/cbtq0mol5a,bangla,no,moushi
climate change এর প্রভাব in Bangladesh,b9e5c63f9886,https://www.thedailystar.net/roundtables/news/trade-disruption-strategic-response-bangladesh-new-global-order-4032076,english,no,moushi
climate change এর প্রভাব in Bangladesh,4ff5a7539378,https://www.prothomalo.com/lifestyle/health/jxhyqp498y,bangla,yes,moushi
climate change এর প্রভাব in Bangladesh,684c96b80cda,https://www.prothomalo.com/opinion/column/46uhvyzhqx,bangla,no,moushi
climate change এর প্রভাব in Bangladesh,538f6c3dd8e8,https://www.prothomalo.com/lifestyle/fashion/sgndwtiztj,bangla,yes,moushi
climate change এর প্রভাব in Bangladesh,6870bbf59e62,https://www.prothomalo.com/technology/science/hqkmzs9mxa,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,1bb19fb8caf8,https://www.prothomalo.com/opinion/column/442r4rkg9i,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,dce78013519e,https://www.prothomalo.com/opinion/column/0q6360p3sz,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,225582f8a62a,https://www.prothomalo.com/opinion/column/hhi6dfbooe,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,de4fb19ba7a6,https://www.prothomalo.com/opinion/column/6c09vj0txl,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,61fbc23d706e,https://www.prothomalo.com/opinion/letter/3fctpmaqc9,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,6cc21fcfaa31,https://www.prothomalo.com/opinion/memoir/2c9jc8j12c,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,dc2153539021,https://www.prothomalo.com/politics/aeqnhbqdz7,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,44ff8a3f18d1,https://nagorik.prothomalo.com/durporobash/tc71mw4ta3,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,89f8d8abeae3,https://www.prothomalo.com/bangladesh/3qj9mokj75,bangla,yes,moushi
বাংলাদেশ নির্বাচন ও রাজনৈতিক অবস্থা,684c96b80cda,https://www.prothomalo.com/opinion/column/46uhvyzhqx,bangla,yes,moushi
Dhaka যানজট ও transport system,5b9e6b868b94,https://www.prothomalo.com/bangladesh/1ihmmzwwwv,bangla,yes,moushi
Dhaka যানজট ও transport system,2060b56baca0,https://www.prothomalo.com/bangladesh/environment/zsn7d19k34,bangla,yes,moushi
Dhaka যানজট ও transport system,6d23537216ac,https://www.prothomalo.com/bangladesh/district/75lz676zsi,bangla,yes,moushi
Dhaka যানজট ও transport system,5a1aa6a68f26,https://www.thedailystar.net/news/movement-mindfulness-and-community-inside-dhakas-growing-wellness-industry-4083491,english,no,moushi
Dhaka যানজট ও transport system,75a185c226f1,https://www.prothomalo.com/bangladesh/district/azykava44v,bangla,yes,moushi
Dhaka যানজট ও transport system,d6d940a74737,https://www.prothomalo.com/bangladesh/district/taupk36z4a,bangla,yes,moushi
Dhaka যানজট ও transport system,8ebf9419e04a,https://www.prothomalo.com/bangladesh/capital/zbtrzw7p77,bangla,yes,moushi
Dhaka যানজট ও transport system,5e219ea95ecc,https://www.prothomalo.com/bangladesh/crime/rp91e1ajhf,bangla,yes,moushi
Dhaka যানজট ও transport system,c7e1e06186e8,https://www.prothomalo.com/bangladesh/district/xhse1yibv8,bangla,yes,moushi
Dhaka যানজট ও transport system,e9f67f0570a6,https://www.prothomalo.com/bangladesh/capital/170qzn6yd3,bangla,no,moushi
garment শিল্পের শ্রমিকদের অবস্থা,d61e33b1ed32,https://www.prothomalo.com/bangladesh/district/wvcrk720ny,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,abecdc362f52,https://www.prothomalo.com/opinion/editorial/x14pnoc37p,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,cf169fbb9f30,https://www.prothomalo.com/bangladesh/district/e8ybx8vquu,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,c45e46060321,https://www.prothomalo.com/business/industry/44u2yhiihw,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,73d364f02793,https://www.prothomalo.com/bangladesh/district/3t96g8kl0d,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,274b57d8c641,https://bizmagazine.newagebd.net/post/career/2152/women-in-bangladesh-still-face-significant-obstacles-in-job-market,english,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,8ecb434403bf,https://www.prothomalo.com/bangladesh/ifihojrbhv,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,24d199ed428d,https://www.prothomalo.com/chakri/chakri-news/kk040a196r,bangla,no,moushi
garment শিল্পের শ্রমিকদের অবস্থা,cce74ccef139,https://www.prothomalo.com/business/industry/l2fn5if5ok,bangla,yes,moushi
garment শিল্পের শ্রমিকদের অবস্থা,cf4b6df07290,https://www.prothomalo.com/bangladesh/district/sc96m0h9on,bangla,no,moushi
বাংলাদেশ technology startup ও digital innovation,217fafbaf09e,https://www.prothomalo.com/video/rz0oklcihd,bangla,yes,moushi
বাংলাদেশ technology startup ও digital innovation,4bba85a8c27e,https://www.prothomalo.com/technology/artificial-intelligence/ft0rqi0q78,bangla,yes,moushi
বাংলাদেশ technology startup ও digital innovation,c15b290799ad,https://www.thedailystar.net/news/policy-reset-digital-economy-4085231,english,yes,moushi
বাংলাদেশ technology startup ও digital innovation,bd80b1c3c94b,http://www.dhakatribune.com/business/banks/401604/mercantile-bank-invests-in-bb%E2%80%99s-startup-venture,english,yes,moushi
বাংলাদেশ technology startup ও digital innovation,120dabcba987,https://www.dhakatribune.com/business/banks/401604/mercantile-bank-invests-in-bb%E2%80%99s-startup-venture,english,yes,moushi
বাংলাদেশ technology startup ও digital innovation,f8dcc03a6a79,https://www.prothomalo.com/technology/v1r5vz6mde,bangla,yes,moushi
বাংলাদেশ technology startup ও digital innovation,e05d01b61638,https://www.prothomalo.com/education/scholarship/1ww8jtv2h5,bangla,yes,moushi
বাংলাদেশ technology startup ও digital innovation,32042b3eef8a,https://www.prothomalo.com/education/campus/pkp0y2izt3,bangla,yes,moushi
বাংলাদেশ technology startup ও digital innovation,99c1c45fbf91,https://www.prothomalo.com/opinion/column/2tn4dswpvh,bangla,yes,moushi
বাংলাদেশ technology startup ও digital innovation,17f255efbda3,https://www.prothomalo.com/education/admission/032cs54jes,bangla,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,5be5b5cb5ab5,http://www.dhakatribune.com/bangladesh/health/401632/19-more-dengue-patients-hospitalized-in-24hrs,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,cedc0c4a54a5,https://www.dhakatribune.com/bangladesh/health/401632/19-more-dengue-patients-hospitalized-in-24hrs,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,5db6bb139b2c,https://www.bbc.com/future/article/20251219-covid-2020-the-historic-photo-of-one-quick-jab,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,fa14b5fb501f,https://cnnespanol.cnn.com/2026/01/16/salud/video/enfermedades-infecciosas-emergentes-salud-tv-fast,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,a3a158bb6ee1,https://cnnespanol.cnn.com/2026/01/19/salud/video/muerte-menores-gripa-en-aumento-eeuu-minuto-salud-fast,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,7b13b338fa8e,https://www.newagebd.net/post/Health/277712/dengue-death-toll-crosses-200-this-year,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,fb30fe229a3c,https://www.thedailystar.net/slow-reads/big-picture/news/cold-waves-bangladesh-public-health-risks-and-preparedness-imperatives-4083901,english,yes,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,5cf874820996,https://www.prothomalo.com/bangladesh/znerdu5jsr,bangla,no,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,bffa7dd99601,https://cnnespanol.cnn.com/2026/01/20/salud/video/analisis-salud-brote-sarampion-vacunacion-perspectivas-mexico-tv,english,no,moushi
COVID-19 স্বাস্থ্য ও মহামারি পরিস্থিতি,ed30d52f4640,https://www.newagebd.net/post/Miscellany/280430/sirajganj-declared-hiv-red-zone-as-cases-surge-to-255,english,yes,moushi
Bangladesh-India কূটনৈতিক relations,368e74bef46a,https://www.prothomalo.com/sports/cricket/cbtq0mol5a,bangla,yes,moushi
Bangladesh-India কূটনৈতিক relations,12bb482d7d8c,https://dailynewnation.com/news/category/todays-news/business-economy/,english,no,moushi
Bangladesh-India কূটনৈতিক relations,76b860503c79,https://www.prothomalo.com/bangladesh/yjtqn8ais3,bangla,yes,moushi
Bangladesh-India কূটনৈতিক relations,1c507e38e7ed,https://www.prothomalo.com/sports/cricket/fjbeg1zcpt,bangla,yes,moushi
Bangladesh-India কূটনৈতিক relations,aef9c802f8cd,https://www.prothomalo.com/bangladesh/6ia99igszw,bangla,yes,moushi
Bangladesh-India কূটনৈতিক relations,068fee5ee412,https://www.prothomalo.com/opinion/column/aq44jkfiey,bangla,yes,moushi
Bangladesh-India কূটনৈতিক relations,56b4fe319eee,https://www.thedailystar.net/sports/cricket/news/ashraful-hopeful-bangladesh-india-cricketing-ties-will-improve-after-elections-4087961,english,yes,moushi
Bangladesh-India কূটনৈতিক relations,e39e224ae10d,https://www.prothomalo.com/sports/cricket/cgm7abh069,bangla,yes,moushi
Bangladesh-India কূটনৈতিক relations,fe08c021ec5d,https://bizmagazine.newagebd.net/post/trade-commerce/2267/bangladesh-thailand-ink-deal-on-trade,english,no,moushi
Bangladesh-India কূটনৈতিক relations,684c96b80cda,https://www.prothomalo.com/opinion/column/46uhvyzhqx,bangla,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,0b3e8bf6416a,https://www.aljazeera.com/video/newsfeed/2026/1/16/killings-in-gaza-despite-ceasefire-phase-2-announcement?playlist=3960134,english,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,6670586dc3cf,https://www.aljazeera.com/video/newsfeed/2026/1/15/palestinians-not-optimistic-about-second-phase-of-gaza-ceasefire?playlist=3960134,english,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,36bfddbb348d,https://www.prothomalo.com/video/international/dz0d189u1j,bangla,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,e5ac5859e207,https://www.prothomalo.com/world/middle-east/65q0chc75d,bangla,no,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,1be80d0511a7,https://www.prothomalo.com/world/middle-east/57h5wtqtpw,bangla,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,ca50b38b7fa0,http://aljazeera.net/politics/2026/1/22/قرار-قسد-بين-الواجهة-القيادية-ومراكز,english,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,bf8c09377a7c,https://www.aljazeera.com/video/newsfeed/2026/1/15/timeline-of-israels-genocide-on-gaza?playlist=3960134,english,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,24550d006645,https://www.prothomalo.com/video/bangladesh/07c7qwmqt5,bangla,no,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,cd96c5b0add0,https://www.aljazeera.com/video/newsfeed/2026/1/22/day-one-of-syrias-ceasefire-marked-by-violation-claims,english,yes,moushi
গাজা যুদ্ধ ও ceasefire আপডেট,d1489f488e8e,https://www.prothomalo.com/world/middle-east/c4eat64g9d,bangla,yes,moushi
women অধিকার ও gender equality,9925983ec188,https://www.prothomalo.com/politics/oxl93ztimg,bangla,yes,moushi
women অধিকার ও gender equality,faf1bec64430,https://www.prothomalo.com/bangladesh/jb964f8gzv,bangla,yes,moushi
women অধিকার ও gender equality,6a398e79cb68,https://liberties.aljazeera.com/%d9%88%d8%b5%d9%84%d8%a7%d8%aa-%d8%ad%d9%82%d9%88%d9%82%d9%8a%d8%a9-%d8%aa%d8%b9%d8%b1%d9%8a%d9%81%d9%8a%d8%a9-%d8%a8%d9%84%d8%ba%d8%a9-%d8%a7%d9%84%d8%a5%d8%b4%d8%a7%d8%b1%d8%a9-%d9%84%d8%b5%d8%a7-9/,english,no,moushi
women অধিকার ও gender equality,a2cdcdacef85,https://www.prothomalo.com/religion/islam/u88a94sii5,bangla,yes,moushi
women অধিকার ও gender equality,687c6ecbbaa2,https://www.prothomalo.com/bangladesh/f8y137u0cu,bangla,yes,moushi
women অধিকার ও gender equality,d2fa2a106dd6,https://www.prothomalo.com/video/cafelive/6qrr0j1wm2,bangla,yes,moushi
women অধিকার ও gender equality,1bb19fb8caf8,https://www.prothomalo.com/opinion/column/442r4rkg9i,bangla,yes,moushi
women অধিকার ও gender equality,99938eb90b45,https://www.prothomalo.com/bangladesh/ru2ozujian,bangla,yes,moushi
women অধিকার ও gender equality,b6cf39eafe23,https://www.prothomalo.com/bangladesh/yxbrwe5q0y,bangla,yes,moushi
women অধিকার ও gender equality,f6a80b846fc6,https://www.prothomalo.com/world/middle-east/n6rpocgkb3,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,dce78013519e,https://www.prothomalo.com/opinion/column/0q6360p3sz,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,f76503ca4fee,https://www.prothomalo.com/business/analysis/y1aplpqjwe,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,96f28adba599,https://www.prothomalo.com/video/entertainment/vfrx0bwlfy,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,aa094028e79b,https://www.prothomalo.com/business/fz8dwbguuj,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,d122364b639c,https://www.prothomalo.com/business/market/jixyp19rk5,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,4d1c8d1fb20e,https://www.prothomalo.com/business/market/0d72ryg6ku,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,f2df3784111f,http://aljazeera.net/news/2026/1/22/بازار-طهران-يعود-للحياة-والحكومة,english,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,9dceb00cb027,https://www.prothomalo.com/business/market/dhpnbg7v27,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,225582f8a62a,https://www.prothomalo.com/opinion/column/hhi6dfbooe,bangla,yes,moushi
শেয়ার বাজার ও অর্থনীতি পরিস্থিতি,361649dbfe30,https://www.prothomalo.com/photo/bangladesh/8cgcaei7jg,bangla,yes,moushi
flood দুর্যোগ ও relief কার্যক্রম,c2fc812c58bb,https://liberties.aljazeera.com/%d9%88%d9%81%d8%a7%d8%a9-25-%d8%a8%d8%ba%d8%b2%d8%a9-%d8%ac%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d9%86%d8%ae%d9%81%d8%b6%d8%a7%d8%aa-%d8%a8%d9%8a%d9%86%d9%87%d9%85-6-%d8%a3%d8%b7%d9%81%d8%a7%d9%84/,english,yes,moushi
flood দুর্যোগ ও relief কার্যক্রম,39077fc68e50,https://www.aljazeera.com/gallery/2026/1/22/torrential-rains-displace-thousands-in-mozambique-as-floods-wreak-havoc,english,yes,moushi
flood দুর্যোগ ও relief কার্যক্রম,190f221c7b00,https://www.aljazeera.com/video/newsfeed/2026/1/22/flooding-causes-widespread-damage-across-southern-africa,english,yes,moushi
flood দুর্যোগ ও relief কার্যক্রম,630043bc8190,https://www.prothomalo.com/bangladesh/district/j3ityolmtv,bangla,yes,moushi
flood দুর্যোগ ও relief কার্যক্রম,036d00ee34fe,https://www.prothomalo.com/religion/islam/7qe3k64fan,bangla,no,moushi
flood দুর্যোগ ও relief কার্যক্রম,45c4ddd4f015,https://www.aljazeera.com/news/2026/1/22/rescuers-search-for-survivors-after-landslide-at-new-zealand-campsite,english,yes,moushi
flood দুর্যোগ ও relief কার্যক্রম,0cd06d4aab1d,https://www.prothomalo.com/world/middle-east/j331chniyo,bangla,no,moushi
flood দুর্যোগ ও relief কার্যক্রম,544657fc141c,https://www.prothomalo.com/video/bangladesh/bsh9ke3l8y,bangla,no,moushi
flood দুর্যোগ ও relief কার্যক্রম,30e2c2fe2384,https://cnnespanol.cnn.com/2025/09/18/clima-y-tiempo/video/cnne-bolivia-oruro-uru-uru-team-cte-llamado-tierra,english,no,moushi
flood দুর্যোগ ও relief কার্যক্রম,69ef9df70bed,https://cnnespanol.cnn.com/2025/09/25/video/video/cnne-cangrejos-azules-veracruz-cte-llamado-tierra,english,no,moushi
বাংলাদেশ জাতীয় football team খবর,0652fcdc1acf,https://www.prothomalo.com/sports/cricket/k0euw4ll8q,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,0090d88324e2,https://www.prothomalo.com/sports/cricket/fqw2adrura,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,035739ec7657,https://www.prothomalo.com/video/sports/kc2jbyvs1h,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,62a786fbaace,https://www.prothomalo.com/sports/cricket/byxeh37bdw,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,fb25b555ac7f,https://www.prothomalo.com/video/sports/tq2r8fvpc1,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,68c067bea35a,https://www.prothomalo.com/sports/cricket/8hhakq14gf,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,5965cbed3ff8,https://www.prothomalo.com/video/sports/msmcd572vr,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,8a27b5a53f9c,https://www.prothomalo.com/sports/cricket/93yxvkw2y7,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,611a6d873a32,https://www.prothomalo.com/video/sports/ud21yeet1h,bangla,no,moushi
বাংলাদেশ জাতীয় football team খবর,0a45d196d0e3,https://www.prothomalo.com/sports/cricket/as54wkg6n5,bangla,no,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,bc347876615b,https://www.thedailystar.net/star-multimedia/news/hundreds-shanties-gutted-midnight-fire-rohingya-camp-4086976,english,yes,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,762feabf1edf,https://www.prothomalo.com/world/asia/mc4amur5v3,bangla,yes,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,9fed7cd641c6,https://www.prothomalo.com/video/bangladesh/wgqzqnqcsm,bangla,yes,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,09f462c5e9cb,https://www.prothomalo.com/bangladesh/district/j2sq0dr17h,bangla,no,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,4e426b4438b1,https://www.prothomalo.com/world/asia/lro4gp1agv,bangla,yes,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,83e9466e44f4,https://www.prothomalo.com/bangladesh/district/6o4nzmgzb1,bangla,yes,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,a4240b367f49,https://www.prothomalo.com/bangladesh/01dcwreccw,bangla,no,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,9fd021b5d60d,https://www.prothomalo.com/religion/islam/eq8m0xio8f,bangla,no,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,ba4ac859e374,https://cnnespanol.cnn.com/2026/01/17/mundo/video/inmigracion-ciudades-capacidades-desafios-mirador-mundial-tv,english,no,moushi
Rohingya শরণার্থী সংকট পরিস্থিতি,6d768a3830f3,https://www.prothomalo.com/world/asia/qy9u2gdvah,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,99c1c45fbf91,https://www.prothomalo.com/opinion/column/2tn4dswpvh,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,74319d0c3e93,https://www.prothomalo.com/bangladesh/rw8strogu7,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,b47a461d6598,https://www.prothomalo.com/business/personal-finance/l7auelbxm4,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,c60e95f1e92d,https://www.prothomalo.com/business/bank/k7v1d4qdrk,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,e9e962256e22,https://www.prothomalo.com/business/corporate/s4q1sg9p98,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,d11c3c4ed822,https://www.prothomalo.com/bangladesh/feqg363n3f,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,9ef5d4e58efb,https://www.prothomalo.com/chakri/chakri-news/621hw2u6uc,bangla,yes,moushi
bank loan সুদের হার বাংলাদেশ,58c3e434833e,https://www.prothomalo.com/business/bank/tndbc401xl,bangla,no,moushi
bank loan সুদের হার বাংলাদেশ,a3960a528456,https://www.prothomalo.com/business/bank/rs1eai9bfh,bangla,no,moushi
bank loan সুদের হার বাংলাদেশ,267d909e6975,https://www.prothomalo.com/business/bank/c3pnlnukyk,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",141f62757311,https://www.prothomalo.com/bangladesh/v7apwty60w,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",7a4b1bf0b116,https://www.prothomalo.com/chakri/employment/qzhiaty2t3,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",95844f2c863c,https://www.prothomalo.com/video/international/q8fm2qavk9,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",b7b52209c675,https://www.prothomalo.com/bangladesh/district/pcb0wbbm6g,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",e13f043de938,https://cnnespanol.cnn.com/2026/01/19/ciencia/video/tormenta-solare-afectaciones-comunicaciones-nasa-panorama-mundial-tv,english,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",c44dba913732,https://www.prothomalo.com/bangladesh/zxw3011xyt,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",9e162f889a58,https://www.prothomalo.com/chakri/chakri-interview/30bg79pnon,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",6cc21fcfaa31,https://www.prothomalo.com/opinion/memoir/2c9jc8j12c,bangla,yes,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",d1e790cd207b,https://www.prothomalo.com/onnoalo/treatise/6sd994q21a,bangla,no,moushi
"বিদ্যুৎ, power ও energy supply অবস্থা",6cd69cfc4c08,https://nagorik.prothomalo.com/durporobash/83e0f9zhrp,bangla,no,moushi
university শিক্ষার্থীদের protest আন্দোলন,8bfb0723ea4c,https://www.prothomalo.com/politics/222ngkw4rd,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,0f0f2e8476a9,https://www.prothomalo.com/video/bangladesh/9ff2ljwb2t,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,0a68753fe0ad,https://www.prothomalo.com/bangladesh/district/3xkxyhzxsn,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,d132bb0b1edc,https://www.prothomalo.com/bangladesh/district/rj02dg1rf8,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,157029185018,https://www.prothomalo.com/video/bangladesh/lvbncerm6h,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,e7c06089150f,https://www.prothomalo.com/video/bangladesh/gsinvwpbb2,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,09f462c5e9cb,https://www.prothomalo.com/bangladesh/district/j2sq0dr17h,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,e2532489edb2,https://www.prothomalo.com/bangladesh/district/94275mwsqh,bangla,yes,moushi
university শিক্ষার্থীদের protest আন্দোলন,e4b4eee9ecc3,https://www.prothomalo.com/bangladesh/district/1w0vjw9207,bangla,yes,moushi
